Generation;AvgFitness;MaxFitness;MinFitness;StdDevFitness;AvgStamina;MaxStamina;MinStamina;StdDevStamina;AvgSpeed;MaxSpeed;MinSpeed;StdDevSpeed;AvgEatNeed;MaxEatNeed;MinEatNeed;StdDevEatNeed;AvgFatSave;MaxFatSave;MinFatSave;StdDevFatSave
41;151,5648;153,5359;134,5026;4,9605;4,9882;5,0000;4,8900;0,0291;19,9979;20,0000;19,9607;0,0067;2,3588;2,6823;2,1476;0,1116;0,7819;0,8886;0,6903;0,0386
42;151,6866;153,5359;132,1666;5,2297;4,9918;5,0509;4,8227;0,0372;19,9921;20,0000;19,8827;0,0240;2,3563;2,5615;2,1554;0,0847;0,7694;0,8401;0,6563;0,0416
43;152,1499;153,5359;132,1317;4,4581;5,0006;5,1508;4,8318;0,0387;19,9911;20,0000;19,8646;0,0266;2,3596;2,5875;2,1122;0,1003;0,7712;0,9764;0,6365;0,0623
44;151,5648;153,5359;134,4889;4,9516;5,0003;5,1656;4,8252;0,0468;19,9848;20,1305;19,8057;0,0504;2,3400;2,5875;2,0750;0,1106;0,7501;0,9008;0,5526;0,0639
45;151,8525;153,5359;134,4842;4,9986;4,9956;5,0000;4,8252;0,0273;19,9959;20,0503;19,8260;0,0285;2,3178;2,6093;2,1282;0,0903;0,7603;0,9477;0,5526;0,0563
46;152,4393;153,5359;134,4842;4,1367;5,0038;5,1778;4,9747;0,0281;19,9953;20,0000;19,9183;0,0163;2,3334;2,7301;2,1282;0,0933;0,7759;0,9907;0,6786;0,0435
47;152,9922;153,5359;143,8431;1,9787;4,9976;5,0000;4,9585;0,0079;19,9963;20,0622;19,8842;0,0238;2,3079;2,4149;2,1179;0,0684;0,7751;1,0000;0,6657;0,0458
48;153,4339;153,5360;151,6255;0,3179;4,9985;5,0672;4,9118;0,0178;19,9950;20,0000;19,8806;0,0210;2,3263;2,4333;2,1350;0,0639;0,7726;0,9126;0,6903;0,0309
49;153,4014;153,5360;151,1964;0,4119;5,0113;5,1977;4,9494;0,0459;19,9954;20,0000;19,8646;0,0219;2,3309;2,5443;2,1864;0,0707;0,7742;0,9540;0,6177;0,0442
0;12,5356;41,8552;-0,9344;9,2724;3,3134;4,9754;0,8397;1,0854;12,2376;18,3815;5,0286;3,9999;3,5957;5,9384;2,0058;1,2334;0,5429;0,9886;0,0519;0,2824
1;105,7047;123,6317;86,7015;11,9216;4,1501;5,0733;1,8861;0,7897;13,7293;20,0000;6,2825;3,8796;3,3627;5,7424;2,0000;0,9517;0,5873;1,0000;0,0284;0,2394
2;106,0071;137,8564;85,9206;13,1627;4,1822;5,0000;2,9266;0,6485;13,2990;20,0000;5,9236;3,8669;3,3531;5,7424;2,0000;0,9015;0,5831;1,0000;0,0230;0,2202
3;111,7804;137,8564;89,7834;14,4597;4,2501;5,0110;2,2301;0,6776;14,4901;20,0000;5,0000;3,6834;3,4722;5,5116;2,0000;0,9742;0,5827;1,0000;0,0000;0,2091
4;115,4533;137,8564;88,5997;14,7763;4,0648;5,0000;2,2301;0,7893;15,3715;20,0000;6,8068;3,6501;3,4815;5,4594;2,0000;0,8561;0,5731;0,9696;0,1379;0,2209
5;121,4818;137,8564;94,2403;12,2197;4,0742;5,0000;2,1482;0,8787;17,7572;20,1352;10,8741;2,1342;3,3716;6,0000;2,0000;0,8509;0,5788;1,0000;0,1020;0,2371
6;121,1773;137,8564;93,5812;12,7762;4,2573;5,0000;2,1482;0,8375;17,1010;20,0110;10,8741;2,2265;3,3505;5,2639;2,0708;0,8280;0,5810;1,0000;0,0725;0,2670
7;124,1373;152,3401;91,8335;15,1700;4,4181;5,0000;2,4552;0,7487;17,2286;20,0000;10,8741;1,8910;3,3202;5,0033;2,0000;0,6451;0,4622;1,0000;0,0000;0,3186
8;128,1969;152,3401;97,0787;14,2875;4,5191;5,0000;2,0833;0,7385;17,8581;20,0000;14,6821;1,3733;3,2850;4,4146;2,0000;0,5389;0,4130;1,0000;0,0000;0,2954
9;133,3065;152,3401;107,5548;11,5479;4,7126;5,0000;3,5077;0,3579;18,2491;20,0000;14,2982;1,3140;3,0627;4,1707;2,0000;0,6090;0,4715;1,0000;0,0000;0,2669
10;130,8674;152,5544;107,5548;12,3533;4,5869;5,0000;3,5077;0,3981;18,0431;20,0726;14,2982;1,7342;2,9748;4,1990;2,0000;0,7040;0,5467;1,0000;-0,0468;0,2913
11;134,7618;152,5544;105,7390;13,2974;4,6837;5,0000;4,0480;0,2469;18,7250;20,1059;13,6033;1,5552;2,9930;3,7969;2,0000;0,5604;0,5679;1,0000;0,0000;0,3093
12;135,2208;152,5544;100,0246;13,7455;4,6806;5,0000;3,7871;0,3126;18,7611;20,0000;11,1110;1,9229;3,1215;3,6059;2,0000;0,5182;0,6778;1,0822;0,0000;0,3097
13;133,7048;152,5678;105,2343;12,2733;4,7307;5,0000;3,9061;0,2962;18,8988;20,0000;13,5831;1,6437;2,9021;3,7632;2,0000;0,5523;0,6977;1,0000;0,0000;0,2529
14;138,8871;153,4305;113,0760;11,4830;4,7770;5,0000;3,6338;0,3171;19,0447;20,0000;16,4630;1,1829;2,8657;4,0681;2,0000;0,6627;0,6621;1,0000;0,0000;0,2295
15;141,6810;153,4305;116,4777;11,3962;4,8465;5,0000;4,2275;0,1962;19,4586;20,0000;16,6554;0,8652;2,9647;3,7958;2,0000;0,5679;0,6336;1,0000;0,2379;0,2018
16;143,2809;153,4305;117,8572;10,3284;4,8581;5,0000;4,3142;0,1601;19,5456;20,0000;17,9786;0,6825;3,1227;4,5309;2,0000;0,6363;0,6291;1,0000;0,2505;0,2157
17;144,0034;153,4305;118,2136;10,4444;4,8858;5,0000;4,1495;0,1506;19,5788;20,0000;17,2679;0,6992;3,0842;4,0617;2,0000;0,6522;0,6179;1,0000;0,2090;0,2357
18;146,9044;153,4305;122,3589;8,5008;4,9163;5,0000;4,6699;0,0893;19,6255;20,0000;17,8241;0,5684;3,1811;4,1141;2,0000;0,6177;0,6477;1,0000;0,0636;0,2487
19;147,6153;153,4305;124,7551;7,4604;4,9218;5,0000;4,6868;0,0809;19,6641;20,0000;17,8140;0,5497;3,2411;4,7863;2,0000;0,6189;0,6049;1,1578;0,0000;0,2699
20;149,6744;153,4415;131,8199;5,0791;4,9626;5,0172;4,7628;0,0576;19,7535;20,1432;18,6552;0,4375;3,0650;4,7863;2,0000;0,6782;0,5358;1,0000;0,0253;0,2766
21;151,0148;153,4552;133,8700;4,3506;4,9947;5,1146;4,7745;0,0478;19,9073;20,1432;18,8014;0,2749;3,0897;5,1605;2,0000;0,8092;0,4268;1,0000;0,0358;0,2545
22;151,2612;153,4552;134,5126;4,3567;4,9975;5,0000;4,9531;0,0089;19,8666;20,0000;18,5500;0,3483;3,0230;5,3049;2,0150;0,7375;0,4415;1,0000;0,2059;0,2127
23;152,9444;153,5307;148,3214;1,0431;4,9995;5,0000;4,9913;0,0019;19,9637;20,0000;19,1190;0,1445;2,8633;4,4003;1,9526;0,5965;0,4580;1,0000;0,0429;0,2284
24;152,7450;153,5307;146,6732;1,4319;5,0115;5,1884;4,9883;0,0398;19,9792;20,0000;19,6907;0,0659;3,0101;5,0646;2,0000;0,7292;0,4389;1,0000;0,0429;0,2121
25;152,2270;153,5307;134,3720;4,1182;4,9938;5,0952;4,8241;0,0366;20,0015;20,1114;19,9026;0,0250;2,7846;3,5627;2,0000;0,3798;0,4791;0,9906;0,0429;0,2238
26;152,4451;153,5307;134,3609;3,1346;4,9838;5,0087;4,8241;0,0435;20,0003;20,0687;19,9530;0,0133;2,7861;3,6847;2,0000;0,3910;0,4887;0,9906;0,0000;0,2348
27;153,2247;153,5307;149,1740;0,7328;4,9974;5,1875;4,8103;0,0431;19,9943;20,0687;19,8497;0,0330;2,7964;3,4588;2,0000;0,3124;0,4708;1,0000;0,0000;0,2936
28;153,1283;153,5358;149,2887;0,8114;4,9934;5,1740;4,8304;0,0427;19,9902;20,0000;19,8379;0,0344;2,7957;3,4119;2,0000;0,3430;0,4936;1,0000;0,0000;0,3223
29;152,7911;153,5358;149,2887;1,1359;4,9824;5,1864;4,8304;0,0569;19,9748;20,0003;19,7654;0,0606;2,7904;3,4830;2,1807;0,3561;0,4775;1,0000;0,0000;0,2828
30;152,8662;153,5358;148,7531;1,1794;4,9840;5,1846;4,7936;0,0545;19,9949;20,1601;19,7550;0,0497;2,7265;3,4060;2,0000;0,3573;0,5302;1,0000;0,0000;0,2910
31;153,0939;153,5358;147,8713;0,9685;4,9933;5,1181;4,7341;0,0498;19,9781;20,0000;19,6971;0,0653;2,7337;3,5594;2,1101;0,3279;0,4887;1,0000;0,0000;0,2697
32;153,0189;153,5358;146,3982;1,1979;4,9820;5,0000;4,6579;0,0567;19,9864;20,1175;19,7534;0,0564;2,7086;3,1593;2,0650;0,3251;0,4447;0,8995;-0,1990;0,2769
33;153,2828;153,5358;151,2905;0,4766;4,9912;5,0000;4,8951;0,0220;19,9944;20,0000;19,9092;0,0180;2,6521;3,2663;2,1663;0,3131;0,5197;0,9990;0,0000;0,2572
34;153,3211;153,5358;151,7118;0,3456;4,9944;5,0000;4,9310;0,0138;19,9924;20,1406;19,8655;0,0347;2,7632;3,2367;2,1790;0,2917;0,5468;0,9037;0,0000;0,2912
35;153,2771;153,5358;151,4385;0,4873;4,9928;5,0121;4,9048;0,0215;19,9904;20,0848;19,8353;0,0325;2,8130;3,1639;2,0977;0,2526;0,4713;1,0000;-0,0822;0,3194
36;153,2071;153,5358;150,7978;0,6032;4,9959;5,1899;4,8724;0,0409;19,9872;20,0844;19,8511;0,0341;2,7981;3,1575;1,9001;0,3019;0,3547;0,9083;-0,2401;0,3133
37;153,0705;153,5358;149,9160;0,7599;4,9887;5,1428;4,8443;0,0426;19,9816;20,0000;19,8995;0,0272;2,8324;3,1192;2,1250;0,2329;0,3434;0,8981;0,0000;0,2979
38;153,3059;153,5358;151,1107;0,4014;5,0037;5,1879;4,8868;0,0454;19,9899;20,0259;19,9199;0,0178;2,8865;3,3916;2,3025;0,1840;0,4425;1,0000;0,0000;0,3372
39;153,0544;153,5358;149,9122;0,8749;4,9876;5,1879;4,8380;0,0516;19,9890;20,0000;19,8881;0,0208;2,9060;3,6598;2,4723;0,2278;0,3388;1,0000;0,0000;0,3439
40;152,7660;153,5358;149,0748;1,1316;4,9721;5,0000;4,7917;0,0526;19,9833;20,0261;19,8123;0,0364;2,8826;3,3305;2,5494;0,1603;0,3349;1,0000;-0,1574;0,3082
41;152,5084;153,5358;148,9635;1,2797;4,9652;5,0000;4,7889;0,0562;19,9809;20,0261;19,8536;0,0357;2,8707;3,1394;2,5272;0,1627;0,3417;1,0000;-0,0432;0,3289
42;152,8695;153,5358;148,9700;0,9609;4,9850;5,0892;4,8972;0,0320;19,9687;20,0000;19,7960;0,0518;2,9732;3,2092;2,5587;0,1360;0,3496;0,9866;0,0000;0,3254
43;153,0443;153,5358;150,7114;0,7304;4,9953;5,1249;4,9007;0,0379;19,9736;20,0000;19,8344;0,0433;2,9476;3,1769;2,5587;0,1256;0,4726;1,0000;0,0000;0,3803
44;153,0846;153,5358;149,6738;0,7250;4,9929;5,1249;4,8176;0,0464;19,9835;20,0000;19,8907;0,0298;2,9632;3,1936;2,7171;0,1155;0,5891;1,0384;0,0000;0,3728
45;152,4191;153,5358;143,4951;2,0906;4,9679;5,1249;4,7462;0,0784;19,9815;20,0000;19,9069;0,0285;2,9508;3,1690;2,7524;0,1127;0,5775;1,0002;0,0000;0,3375
46;152,6841;153,5358;148,6385;1,3889;4,9713;5,0311;4,7787;0,0572;19,9844;20,0000;19,9118;0,0239;2,9313;3,1895;2,6977;0,1364;0,5154;1,0000;-0,0028;0,3431
47;152,8752;153,5358;148,0280;1,2996;4,9742;5,0000;4,7433;0,0607;19,9868;20,1543;19,7731;0,0489;2,9374;3,1861;2,6921;0,1538;0,4416;1,0000;0,0000;0,3155
48;152,8359;153,5358;145,5799;1,4369;4,9722;5,0000;4,6158;0,0689;19,9859;20,0517;19,8918;0,0301;2,9925;3,2680;2,5427;0,1525;0,4608;1,0000;0,0000;0,3600
49;152,3906;153,5358;142,1758;2,4070;4,9507;5,0000;4,4471;0,1159;19,9863;20,1796;19,8532;0,0480;3,0409;3,4227;2,5653;0,1703;0,5319;1,0000;0,0000;0,3582
0;6,3540;36,4153;-6,1252;11,1026;2,8593;4,9188;0,6625;1,3407;11,9289;19,6326;5,1064;4,2436;4,0042;5,9704;2,0910;1,1802;0,5344;0,9128;0,0153;0,2390
1;106,3262;133,1752;83,2756;12,6580;4,3209;5,0000;0,8260;0,9626;16,1746;19,4589;10,2951;2,0626;4,1173;6,0000;2,0000;1,4238;0,6148;0,8582;0,3160;0,1398
2;106,0563;133,1752;79,6020;14,2894;3,8641;5,0000;0,5000;1,2921;17,0130;19,4693;13,2568;1,8464;4,1329;6,0000;2,0000;1,4840;0,6016;0,7814;0,2573;0,1314
3;108,9648;133,1752;79,5726;14,6075;3,9549;5,0000;0,5000;1,3255;17,1970;20,0000;12,3894;1,8937;4,1741;6,1982;2,0000;1,3913;0,6216;0,9248;0,2703;0,1385
4;110,5033;133,1752;78,3307;15,0738;4,2123;5,1371;0,5000;1,0994;16,9065;20,0000;12,8875;1,9144;4,5075;6,0000;1,8650;1,3347;0,6257;0,7865;0,3776;0,1295
5;117,0252;134,7115;78,3307;13,4883;4,5171;5,0000;0,5000;0,8667;17,0427;19,0466;12,7175;1,7094;4,5010;6,1165;2,0000;1,3665;0,6357;0,8979;0,2373;0,1291
6;118,3406;138,6420;89,7117;12,4521;4,6412;5,0000;2,7018;0,4736;17,4294;19,5948;12,3149;1,7048;4,3832;6,0000;2,1087;1,1952;0,6495;0,7980;0,2727;0,0990
7;120,3126;142,8223;85,3794;14,5222;4,4447;5,0000;1,8946;0,7856;17,6967;20,0000;13,8730;1,4500;4,0640;6,0000;2,0000;1,1236;0,6401;0,8320;0,2143;0,1290
8;123,5459;142,8223;86,0908;12,8521;4,5241;5,0000;1,7565;0,7089;18,1281;20,0000;14,0585;1,5156;4,2486;6,1003;2,0000;1,0416;0,6108;0,9471;0,1299;0,1378
9;126,4473;144,2243;95,9524;12,5636;4,6491;5,0000;1,2163;0,7363;18,0774;20,0000;12,0627;1,7814;4,3565;6,0000;2,0000;1,0593;0,5885;0,7835;0,1922;0,1154
10;129,4180;144,2243;90,6955;13,1090;4,6054;5,0000;0,5000;0,9375;18,5166;20,0000;16,3562;1,0648;3,8823;6,0000;1,9060;1,1473;0,5927;0,7411;0,4192;0,0779
11;131,7518;146,3669;99,7767;11,3221;4,7322;5,0000;0,6165;0,6696;18,6624;20,0000;16,2402;1,0511;3,6601;6,0000;2,0000;1,1744;0,5755;0,9112;0,3504;0,1123
12;132,4466;149,1104;100,8350;11,8269;4,8108;5,0000;3,9262;0,1833;19,0579;20,0000;16,7962;1,0517;3,9039;6,0000;2,0000;1,0543;0,5289;1,0000;0,2722;0,1496
13;135,6322;149,1104;116,0753;8,9160;4,8285;5,0000;4,5042;0,1255;19,2747;20,0000;16,7962;0,9106;3,8765;6,0000;2,0000;1,0555;0,5121;0,8060;0,2421;0,1364
14;134,7236;149,1104;109,4036;10,6446;4,8337;5,0000;4,4661;0,1292;19,3010;20,1002;16,0072;0,9069;3,7949;5,2393;2,0000;0,8777;0,4999;0,8929;0,2840;0,1473
15;132,9361;149,1104;105,0084;11,1346;4,8712;5,0140;4,2981;0,1344;19,3588;20,1002;16,5633;0,8372;3,7374;5,4276;2,0000;0,8543;0,4760;0,9905;0,2060;0,1553
16;130,5024;149,1104;102,7088;12,8034;4,8271;5,0000;4,2739;0,1303;19,2397;20,0020;16,3373;0,8955;3,5829;5,0929;2,0000;0,8636;0,4616;0,9128;0,0606;0,1739
17;131,4029;149,1104;104,6887;12,7550;4,8344;5,0000;4,6701;0,0967;19,2343;20,0000;15,5815;1,0852;3,3589;4,8116;2,0000;0,9476;0,4877;1,0000;0,1350;0,1957
18;136,3128;151,6188;110,0030;11,0192;4,8187;5,0000;4,5990;0,1081;19,4693;20,0000;16,9068;0,6951;3,1354;4,9300;2,0000;1,0118;0,5246;1,0000;0,1503;0,2206
19;136,3856;151,6188;112,7660;11,7616;4,7911;5,0000;4,5874;0,0879;19,4733;20,0000;18,1133;0,5460;2,8085;5,0032;2,0000;0,9044;0,5579;1,0000;0,1853;0,2303
20;137,0831;151,6188;110,0595;11,9403;4,7770;5,0000;4,6491;0,0707;19,4218;20,0451;17,4313;0,5908;2,5355;4,0394;1,9978;0,7283;0,5788;1,0000;0,1066;0,2483
21;139,6685;151,6188;116,6744;9,9028;4,7939;5,0000;4,6697;0,0599;19,3098;20,0000;17,3326;0,7106;2,2747;4,2139;2,0000;0,5777;0,5728;1,0000;0,0000;0,2441
22;139,8491;151,6188;110,0399;9,8890;4,7953;4,9905;4,6563;0,0708;19,3750;20,0000;17,2887;0,6532;2,3525;4,1990;2,0000;0,6348;0,5995;0,9926;0,0000;0,2489
23;141,6362;151,6188;123,9498;7,6731;4,7795;5,0179;4,6175;0,0851;19,4415;20,0000;18,1918;0,4742;2,4485;4,8141;1,8275;0,7506;0,6351;0,9459;0,0000;0,2044
24;141,9456;151,6188;117,5364;6,6785;4,7875;5,0000;4,5416;0,1019;19,4182;20,0000;18,1918;0,4724;2,5783;4,3472;2,0000;0,7251;0,6045;0,9209;0,0000;0,2510
25;142,0051;151,6188;132,1447;5,0287;4,7639;4,9569;4,6261;0,0805;19,4000;20,0000;18,1613;0,5557;2,4999;4,4012;2,0000;0,6622;0,6178;1,0280;0,0000;0,2662
26;142,3265;151,6188;116,3138;7,1008;4,8023;5,0000;4,5207;0,1067;19,4330;20,0000;18,1897;0,5805;2,5066;3,9879;2,0000;0,5904;0,6146;1,0280;0,0793;0,2476
27;145,3830;151,7120;128,6025;4,9909;4,8239;5,0000;4,5670;0,1090;19,5845;20,0000;18,5118;0,4185;2,2417;3,6446;1,9477;0,3939;0,6919;1,0169;0,0000;0,2167
28;146,5292;152,7161;137,4579;3,9629;4,8528;5,0000;4,6475;0,0967;19,5725;20,0000;18,7540;0,3802;2,1851;3,4817;1,9741;0,3505;0,6853;1,1523;0,0000;0,2570
29;146,4569;152,7161;129,6244;4,7676;4,8902;5,0138;4,5913;0,0888;19,6882;20,0000;18,7540;0,3777;2,2567;3,3029;1,8612;0,3786;0,6459;1,0000;0,1539;0,2224
30;146,5596;152,9316;132,8682;5,1586;4,9062;5,0000;4,7430;0,0771;19,6632;20,0149;18,6576;0,4379;2,2705;3,8202;2,0000;0,3932;0,6627;1,0000;0,1351;0,2247
31;146,0795;152,9316;130,4165;6,3345;4,9017;5,0000;4,6787;0,0831;19,7150;20,1727;18,2250;0,4682;2,3439;4,3383;2,0000;0,5652;0,6608;1,0000;0,0000;0,2646
32;148,1312;153,1820;132,7418;5,6917;4,9359;5,0000;4,8271;0,0534;19,7883;20,0000;17,7173;0,4745;2,4061;5,2641;1,9228;0,8439;0,6802;1,0000;0,0000;0,2339
33;146,6540;153,1820;121,4613;7,4089;4,9300;5,0000;4,7873;0,0558;19,7640;20,0000;17,7173;0,4863;2,5240;5,8316;1,9631;0,8931;0,6991;1,1292;0,0000;0,2383
34;147,4371;153,1820;124,0133;7,0169;4,9405;5,0000;4,7621;0,0603;19,7779;20,0000;17,5975;0,5110;2,2698;4,0800;2,0000;0,5304;0,7053;1,1296;0,0000;0,2494
35;147,6639;153,1820;130,5242;6,5943;4,9335;5,0000;4,7501;0,0661;19,7303;20,0000;17,0886;0,6828;2,3556;4,7909;2,0000;0,6988;0,6903;1,1296;0,0135;0,2582
36;147,3006;153,1820;133,4320;6,4902;4,9576;5,0377;4,7704;0,0571;19,8343;20,0000;17,7495;0,4600;2,3411;4,6160;2,0000;0,6447;0,7397;1,1336;0,0000;0,2976
37;146,2043;153,2528;120,6351;7,0474;4,9380;5,0000;4,6656;0,0742;19,7716;20,0001;17,8571;0,5068;2,5469;5,6321;2,0000;0,8862;0,6930;1,0388;0,0924;0,3039
38;143,8837;153,4175;118,7755;10,0670;4,9258;5,0000;4,5219;0,1105;19,7975;20,0000;17,9177;0,4307;2,3582;4,9215;2,0000;0,6419;0,7013;1,0000;0,0000;0,3038
39;144,8644;153,4175;119,2856;11,1068;4,9232;5,0000;4,5516;0,1213;19,8465;20,0000;17,9095;0,4315;2,1939;3,3657;2,0000;0,2630;0,7419;1,0000;0,0000;0,2787
40;147,9991;153,5048;129,6805;5,6639;4,8945;5,0000;4,4246;0,1339;19,9245;20,0000;18,5535;0,2310;2,1482;2,6178;1,9376;0,1368;0,6904;1,0000;0,0000;0,2876
41;149,6633;153,5048;139,5594;3,9626;4,9158;5,0433;4,4431;0,1187;19,9728;20,0000;19,8938;0,0282;2,1452;2,4774;1,9376;0,1360;0,6885;1,0000;0,0000;0,3210
42;149,9586;153,5048;141,4936;3,5842;4,9182;5,0337;4,4431;0,1292;19,9899;20,1719;19,9295;0,0322;2,1341;2,6435;1,9376;0,1593;0,5787;1,0000;0,0000;0,3363
43;148,2862;153,5048;129,3688;7,2543;4,9604;5,0337;4,7745;0,0589;19,9877;20,0999;19,9463;0,0230;2,1185;2,7723;2,0000;0,1607;0,4751;1,0000;0,0000;0,2825
44;147,5160;153,5048;128,0897;7,7480;4,9701;5,0337;4,8063;0,0547;19,9886;20,0000;19,9498;0,0103;2,1772;2,9358;1,8429;0,2033;0,4176;1,0000;0,0000;0,2648
45;146,5782;153,5321;129,3568;8,0548;4,9539;5,0337;4,7836;0,0720;19,9854;20,0000;19,8000;0,0304;2,1688;2,5727;1,8429;0,1632;0,4526;1,0000;0,0000;0,2969
46;147,3720;153,5321;130,4967;7,1515;4,9507;5,0392;4,7951;0,0716;19,9925;20,0000;19,9660;0,0071;2,1808;2,6884;2,0000;0,1702;0,3505;0,9345;0,0000;0,2477
47;147,2782;153,5321;129,4608;6,9909;4,9415;5,0337;4,7507;0,0797;19,9994;20,1867;19,9626;0,0381;2,1878;2,5585;2,0000;0,1537;0,3651;1,0000;-0,1732;0,2293
48;148,2128;153,5321;129,4890;5,5083;4,9239;5,0298;4,7519;0,0817;19,9902;20,0690;19,8899;0,0235;2,1958;2,6642;1,8382;0,1726;0,3658;0,7109;0,0000;0,1624
49;147,8450;153,5321;129,4890;5,9687;4,9262;5,0298;4,7356;0,0880;19,9938;20,0000;19,9741;0,0063;2,2026;2,7137;2,0000;0,1577;0,3683;0,6863;0,0000;0,1484
0;10,6439;23,2740;2,0254;5,4863;2,8298;4,9527;0,5649;1,5286;12,1376;19,9042;5,5136;4,6625;4,0904;5,9373;2,1746;1,0893;0,4842;0,9852;0,0068;0,2974
1;100,6522;134,5126;78,7609;12,9945;3,4679;5,0000;0,5000;1,1371;13,7078;20,0000;5,2851;4,6922;3,5974;6,0000;2,0000;1,0953;0,5524;1,0000;0,0000;0,3113
2;104,8238;134,5126;82,0885;14,2683;3,3382;5,0000;0,6046;1,1918;14,3193;20,0000;5,0000;5,1332;3,7501;6,0000;2,0000;1,0346;0,5659;1,0138;0,0071;0,2821
3;106,8635;134,5126;81,9972;14,3367;3,3017;5,0000;0,5000;1,1323;15,5391;20,0000;5,0000;5,0213;3,9738;5,9026;2,1392;1,0077;0,5178;1,0000;0,0000;0,3064
4;108,4803;134,5126;81,9972;17,5256;3,4569;5,0000;0,5000;1,3228;16,1855;20,0000;5,0000;4,6581;3,6880;6,0000;2,1308;0,9983;0,6400;1,1051;0,0000;0,3216
5;118,9844;147,8361;85,1821;16,1417;4,2424;5,0084;0,5000;0,9856;17,8776;20,0000;5,3449;3,1618;4,0349;6,0000;1,8146;1,0927;0,6248;1,0000;0,0000;0,2654
6;123,9892;148,5874;88,2396;13,2787;4,6016;5,0000;1,5084;0,7160;18,0747;20,0000;8,3229;2,4495;4,0209;6,0000;2,0000;1,2092;0,5743;1,0000;0,0000;0,2908
7;125,6359;148,5874;89,9266;13,8260;4,6640;5,0000;1,8094;0,6949;18,1373;20,0000;8,3229;2,3666;4,0038;6,0000;2,0000;1,0282;0,4918;1,0000;0,0000;0,2943
8;128,0192;150,1505;90,9340;13,6159;4,8025;5,0023;2,9546;0,4638;17,8305;20,0000;5,0000;2,8446;4,1819;6,0000;2,4892;0,9865;0,4731;1,0000;0,0000;0,2738
9;132,0938;151,2593;91,0524;11,4336;4,9379;5,0023;4,7147;0,0751;18,3841;20,1551;5,0000;2,6729;4,1636;6,0000;2,1460;0,9716;0,4013;0,9774;0,0000;0,2404
10;135,8374;151,2593;116,3494;9,6441;4,9478;5,0988;4,8076;0,0619;19,0233;20,0000;15,9568;1,1338;4,1508;6,0000;2,3347;0,9239;0,3995;0,9456;0,0000;0,2658
11;134,9359;151,2593;113,4806;8,9307;4,9504;5,1132;4,7588;0,0656;19,2082;20,0000;15,5696;0,9450;4,1046;5,5785;2,2376;0,8270;0,3456;1,0000;-0,0607;0,2444
12;136,2499;152,0296;109,7637;10,0050;4,9613;5,1132;4,8176;0,0518;19,1827;20,0000;13,9616;1,0827;4,1862;5,7863;2,0791;0,8394;0,2822;1,0000;0,0000;0,2957
13;139,7809;152,8032;114,1464;10,5164;4,9573;5,0000;4,8261;0,0381;19,3069;20,0000;11,9030;1,3861;4,2736;5,6259;2,7493;0,7430;0,1806;0,7921;0,0000;0,1893
14;142,0245;152,8032;128,7916;8,7012;4,9727;5,1776;4,8900;0,0507;19,5370;20,0000;17,7752;0,4502;4,2857;5,8597;2,0898;0,7132;0,1571;0,5148;0,0000;0,1575
15;142,5685;152,8032;128,7916;8,5865;4,9722;5,0000;4,8398;0,0341;19,6777;20,1904;18,6033;0,3933;4,1134;5,7710;2,1954;0,7006;0,1627;0,5148;0,0000;0,1267
16;143,1232;152,8032;128,7903;8,4402;4,9691;5,0000;4,8682;0,0295;19,7099;20,0294;18,8573;0,3411;4,0626;6,0000;2,3674;0,8026;0,1848;0,4684;0,0000;0,1236
17;145,5017;153,0155;132,0674;8,1913;4,9805;5,1879;4,8036;0,0530;19,7838;20,0000;18,4882;0,3871;4,1103;6,0000;2,3674;0,9620;0,1681;0,4770;0,0000;0,1112
18;146,5746;153,0155;126,4943;8,1415;4,9829;5,1879;4,8036;0,0461;19,7276;20,0566;18,0667;0,4766;4,0881;5,4196;2,1511;0,9922;0,1728;0,4014;-0,0454;0,1083
19;146,5018;153,1998;122,4995;8,0013;4,9786;5,1879;4,7683;0,0565;19,5459;20,0000;17,5150;0,7494;4,1740;5,5809;2,0000;0,9303;0,2188;0,5738;0,0000;0,1287
20;149,1386;153,1998;134,0981;5,3774;4,9839;5,1879;4,6702;0,0606;19,5232;20,0000;16,8166;0,7802;4,4475;5,5709;2,0000;0,9456;0,2263;0,4798;-0,1198;0,1400
21;150,5373;153,5249;134,2617;5,0446;4,9888;5,0000;4,9533;0,0127;19,8661;20,1136;18,2514;0,3395;4,4064;5,9243;2,0000;0,9583;0,2235;0,4808;0,0000;0,1334
22;150,2740;153,5249;127,0307;6,2795;4,9893;5,1763;4,8146;0,0522;19,9704;20,1146;19,7473;0,0549;4,3056;6,0000;2,0000;0,8390;0,2062;0,4764;0,0000;0,1212
23;149,9285;153,5249;132,5216;6,4839;4,9769;5,0094;4,7271;0,0500;19,9872;20,1146;19,9004;0,0319;4,2217;5,7069;2,0000;0,9127;0,2368;0,5340;0,0000;0,1123
24;151,7867;153,5249;133,9733;4,1289;4,9891;5,1711;4,8651;0,0494;19,9992;20,1741;19,9071;0,0432;4,1174;5,3152;2,0000;0,9788;0,2508;0,5769;0,0000;0,1087
25;151,4197;153,5249;133,9733;4,2378;4,9766;5,1711;4,8537;0,0561;19,9931;20,1225;19,8617;0,0322;4,1166;6,0000;2,0000;0,9192;0,2441;0,7075;0,0000;0,1232
